Tweet ID,Tweet
7.48E+17,@marvelousMARIE_ I think Yu Retarded
7.48E+17,@rj4gui4r @HillaryClinton Are you fucking retarded right now or just trolling? LMFAO
7.48E+17,@tommyi317 lol u retarded? LMAO LOOOOOOOOOOOL
7.48E+17,@nanlupien @WittyKittyVixxy It means that you won't like any other flavor. Y'd women b munching on flavored condoms? Retarded male fantasies
7.48E+17,@mitchellvii good thing your followers are retarded https://t.co/3mXzD2q5zr
7.49E+17,@ElSpanishGooner and your retarded club want even able to sign Valdy talk of paying him less😂😂😂😂
7.48E+17,"@KlayeBukholes @unusualvillain so by that logic. Yes you're saying all fags are mentally retarded.you probably think they're ""fags"" due"
7.49E+17,@LoveIsland what a utter sack of shit. Are you people so retarded?
7.49E+17,@VIXXIVXX you're right you being academically retarded has nothing to do with you not understanding this
7.49E+17,@Dylancuuuz still doesn't change the fact cuh is retarded for making him anbu and Hiruzen is no better
7.71E+17,@YouTube whoever made your new TOS is fucking retarded and should kill themselves
7.72E+17,@jaredgagnon1 yes because I don't expect that he/she will be retarded because of your and Isabella's good genes
7.72E+17,@andrewkirk99 @B_A_Roman well Andrew u must be retarded
7.72E+17,@Rainbow6Game you guys are so retarded sort your game out plz I get a double ace in ranked then the game crashes and i cant join back wtf
7.72E+17,@Joshy7w7 @Rezonqte @Ilhan259 @SoySmore @PrqFlqme @aleksivan99 @xShqdo @DeatoDreames are u retarded LMAO
7.72E+17,"@DeeeVaaa @markgundy @KatSnarky @dorbar @opiniononion7 Wow! If I ever get raped PLEASE be in my jury! You are like, stage 4 retarded!"
7.72E+17,@GagaMagazineUK your fucking retarded
7.72E+17,@crimeworm1 @Allan13evans @ScottishFA you look retarded couldn't run a bath pure mankey
7.72E+17,"@lujanis2ryl oh of course. I only ever think about stupid, retarded shit. You know me! HAHAHAHAHAHAHAHAHAHA :/"
7.72E+17,@Hardcore9ersfan @abel1408 @StateOfThe49ers @rockclimberadd absolutely retarded to not save money if you are going to then just sit the guy
7.72E+17,@AlIieFx @NoisyButters so that is why you both went live at the same time lol I feel retarded now
7.72E+17,@ConjureBlk @AlbertBreer are you for real retarded?
7.73E+17,@Sapphire_Sway im so retarded hopefully that made you happy
7.73E+17,@LuxB22 @CJuersivich moral of all this Cody is that your retarded and you need to actually dig a hole and bury your self
7.73E+17,"@Anarchyball @ThePinkPistol9 @WeirdLittleBro @TylerPreston20 
even if it's right and makes you look retarded."
7.73E+17,@crumjob 😂 why do I find all the shit you tweet retarded but hilarious
7.73E+17,@weitrin your tweets are retarded relax
7.73E+17,@CanyouPLEASESMD I am real. How the fuck am I a troll? are you retarded?
7.73E+17,@TheManBullet I don't like him nor will I. You're so unabashedly retarded it's not worth arguing a point because you can't comprehend them.
7.74E+17,@NotAManCantona @InteriorWinger @Baeobab ramos is a fuckin joke of a defender are u retarded lol
7.74E+17,@RobXXX_NC17 do you know how stupid you sound with all of the evidence against Hillary and that's all you got. Are you fucking retarded?
7.74E+17,@ImAWhalien_17 r u retarded 😂 https://t.co/fO8A4P0dBr
7.74E+17,@SassyDCLady @Jillniki what? You mean RETARD? I am retarded 😂
7.74E+17,@jdavis808 LOL This just shows how stupid the left is. And you just proved you are a retarded democrat :)
7.74E+17,@intdemon @NotZeyami Wouldn't you be retarded if your granpa got killed by fucking spoopy space elves?
7.75E+17,@Shotsifyyy dont ever fucking tslk to me again you are so retarded jesus christ
7.74E+17,"@ElizabethZaks I assume you mean ""doesn't"". And I'm saying the person your quoting is retarded lol"
7.74E+17,"@verge is licking Apple's ass or what. ""Trying to turn the iPhone 7 into a DSLR with AI"" Are you retarded? #iPhone7 #NoOneLikesIt"
7.74E+17,@notitlessince09 HA! You are straight RETARDED!!! 😂
7.74E+17,"@BorisEP if there's a nation full of jerks u would be z KING u look retarded u R RETARDED like ir idol DJT a CROOK,liar,cheater...."
7.74E+17,@PlayOverwatch you don't nerf the fucking hero because you're retarded and then you make it harder to leave games because you're thick? gg
7.75E+17,@hectik32habib Do you have down syndrome? Or do just always look retarded? Btw you're punching above with that pasty skinned ginger chick
7.75E+17,"@asymbina ur retarded, a MAN is a human male, males a physio sex w XY chromos aka genetic coding for male sex cells"
7.75E+17,@mariaaluisa__ you retarded ?
7.75E+17,@iiKiller14 @DeyCallMeHairdo @ClassyCristiano @KEEMSTAR i ment roblox not minecraft but i didnt care to fix it cause your retarded anyway
7.75E+17,@RealPaigeWWE are you retarded? you quit your job for a steroid using married guy?
7.75E+17,@Angiieee_12 bitch you not even crazy you retarded 😭😭😭😭😭
7.75E+17,@nickswish8 u got the retarded manning kys
7.75E+17,"@WDPesky @SenSanders Joe, you look retarded. Are you retarded, Joe? You are. I know you are."
7.75E+17,@ped_makaveli Are you retarded? He actually appeared in the video
7.75E+17,"@surabhisubbi well fuck ur baseless and mindless opinion, i no longer want to have conversation with retarded.. #TheEnd  @kamaljii"
7.75E+17,@Kevkara11 @SHowett_13 @YourHeinessAH74 are you blind and retarded? Look at the screenshot
7.75E+17,@tme5344chall @Grant2k13MC are you retarded its so obvious he cheats
7.76E+17,@SeanKennyII u have the worlds worst comeback.Its ok its in ur dna cause youre a retarded white boy following his parents footsteps as hobos
7.75E+17,@lcmvv u dumb or retarded? u said my name
7.76E+17,@MyyTwoCentss @sapiosanct Wow. Mocks education then mocks ignorance. Are you retarded? I ask bc don't want to abuse the handicapped.
7.76E+17,@_punchmonster Yeah but it's a retarded video game with the most retarded community of 12 year olds you could imagine
7.76E+17,@King_Walde @CliffBreazzy i can understand if you don't like sb2h but if you think satellite flight is bad you're retarded
7.76E+17,@DBHnBuckhead @LiberalsSuckx10  Yes you're projecting pretty much what your side is.  You make a retarded claim you can't back
7.76E+17,@reaaagannnn03  jus your retarded phone
7.76E+17,@Mochila your retarded honestly if you had a right thumb you wouldn't be bitching about this and pull out a M8
7.76E+17,@Bruchesco Never mind youre retarded claim that context makes Trump look good. So how much are you gonna give me now that you lost the bet?
7.76E+17,"@reptilianbussy this guy literally went ""arent you going to argue with me"" no im not because you're already retarded LMFAO"
7.76E+17,@REEDnSTUFF @IamAkademiks you retarded the fact u making assumptions from a nigga that only mentioned names once saying they aint top 5!!!!
7.76E+17,@bungiehelp give xbox 360 and ps3 rise of iron patch you retarded fuckers
7.76E+17,@0fficialkaay you just lost weight cause clearly you retarded
7.77E+17,@ODS_Twatter Windscreen what are you retarded its windshield you're more retarded than keem
7.77E+17,@Thomas1774Paine I will start retweeting your post. The world needs the truth and censorship is retarded.
7.76E+17,@DballzTwomey @m_salgado22 @geno_TheKid are you retarded there's like 4 trees right infron of my house and a forest
7.76E+17,@muvaashleigh @TreySongz you are retarded and obviously don't know anything about him or you wouldn't have made this stupid comment!
7.76E+17,@Roaring_Womyn @canaussiegirl Are you retarded?
7.77E+17,@chrisjmatthew  yo chris shut up you stupid retarded nutt we just in different country so we use different things stupid
7.77E+17,"@Leafyartwork thats fucking retarded. i hope ur mother's surgery goes well, u dont need a dude to tell u that, when others have,"
7.76E+17,@Janespolitics @sportlover_Bme @cnnbrk @realDonaldTrump I've seen lots of people ask. Me included. Are you blind or just legally retarded?
7.77E+17,@AlexDean__ ur retarded
7.77E+17,@VloggerTubes Trump style smirk off the van you retarded.
7.77E+17,"@sinamonnroII ""Ableism is discrimination and social prejudice against people with disabilities."" Oh so you ARE retarded? Are you triggered?"
7.77E+17,"@KEEMSTAR he's retarded, you probably don't even have family there"
7.78E+17,@_nikkiixo fam is you retarded https://t.co/zWDeV2kyV8
7.78E+17,@__richaud 😂 u niggas retarded dawg
7.78E+17,"@drakoknight like for fuck sake you mentally retarded piece of garbage, realize you are on a ride that goes to and from a college."
7.78E+17,@FaZeJev do you fuck with fist me daddy cause I think its stupid It's annoying and it sounds like something a retarded 12 year old would say
7.78E+17,"@DonaldJTrumpJr This is the most retarded shit I've ever read. You can go fuck yourself, asshole"
7.78E+17,@cole_meals cole are u stupid or retarded 🤔
7.78E+17,@HMissed @H0VAC I honestly think you're retarded. Makes sense why the only game you win on sometimes is this one.
7.79E+17,"@m3ganroberts @Illated94 @BrookeCBS3 @CBSPhilly please tell me you're joking, you can't be this retarded"
7.79E+17,@realDonaldTrump You and your supporters are boarder line RETARDED @Nudah
7.79E+17,@____Naye because I seen your tweet first 🙄 this is retarded as hell
7.79E+17,"@mackenziepayer lmao are you actually stupid, dumb or retarded"
7.79E+17,@UmphreyDavid @timkawakami not effective??? Are you retarded?? Civil Rights act??
7.79E+17,@feldspath0id @BillRatchet u need mutant neighbors. move in next to a group home for the mentally retarded or something
7.79E+17,"@JOE_co_uk this is fucking retarded, you didn't look at marketing packaging, salaries, innovation, etc. Etc. Etc....."
7.79E+17,@AsunaandFamz HAHAHHAA UR SO RETARDED ALL I SAID WAS WHAT ABOUT HORIZON
7.79E+17,"@AnkitLal You seriously are retarded, your parents should have gotten you tested at birth"
7.80E+17,"@Krissy_Caster @nytimes your argument is getting retarded, you've obviously forgot about ""the element of surprise"""
7.80E+17,@leestarr4 @AztecWarrior83 @bearflash you were retarded drunk Lee. I get it
7.80E+17,"@CloveFour_ ur literally retarded, battlechatter is band, I understand its ur second umg ever and u have two followers so I'll cut u a break"
7.80E+17,@FranciscoMedRep @ScottSemko @IlliniAlert that's fucking retarded. You know nothing.
7.81E+17,"@steakhousegirl R U Fucking Retarded? He's an Indian-Not White, but isn't it interesting that U were celebrating when U thought he was White"
7.80E+17,@skyler_ray33 @NickUnderwood11 HAHAHAHAHAHHAAHHAHAHAA bro shut the fuck up you sound retarded
7.81E+17,"@itstherapcritic @SoloExMachina your retarded, that is not what he said.  He takes the tax breaks he is legally allowed to.  😂🖕🏻"
7.81E+17,@Iacigreen you were at 9 million until you started acting retarded
7.81E+17,@christinawilkie are you retarded?
7.81E+17,@ResseFTillery Correction your the one who is Retarded you support a woman thats a Liar a Crooked corrupt loser Trump is the Real Deal
7.81E+17,@Fucking_Grabner @TheNYR247 about what the retarded rangers fans I find it cringeworthy some of the shit you guys post
7.81E+17,@ArtDaiIy sounds retarded..... Then you understand nothing
7.81E+17,@gloyaaap @shaynguyen__ because you retarded
7.82E+17,@FiOSFaLLeN your fucking retarded for saying that want to rechall for $20
7.81E+17,"@Hay_Beth @Courttttnayy1 you both are retarded:,)))"
7.82E+17,@Colbyisbetter you fucking retarded 😕
7.81E+17,@Hevvybeats you and chief keef are retarded rappers
7.81E+17,@knucklepushup @FacMagnaAmerica @theswampfox76 Yeah so you're assumptions are too apparent anyways. I'm done with your retarded ass.
7.82E+17,@Rachel_Simon you people are all fucking retarded. It's Wales in 1940. You complain about a White guy in china but now you want diversity.
7.82E+17,@netbacker @cory__vernon Knowing you it will be some dumbass silly thing. Like all money is created. Or something even more retarded.
8.27E+17,@ApriciTee @weatherxwatcher you're retarded. You can't make sense from something that makes no sense dumbass.
8.27E+17,"@iamdezziedoll lmao who said something about her kids , you retarded but coo"
8.27E+17,@Kahlil88MPH @BrittanyVenti You can either follow me so I can add you or ask @DirtyOldDan0_0. It's retarded I know lol
8.27E+17,@LeftSyndicate @gop_nation @Beee_spence @Bunnymistress You are officially retarded. Lol can't be a lefty fascist lol
8.27E+17,@pattonoswalt  you sound retarded
8.27E+17,@TayoMarciano dude are u retarded or u just like acting like a retard? Where did U see Naija 1st lady act on matters of the state.
8.27E+17,@StweetyJesus @tfergpdx You are stage 4 retarded if you think that's all I have.
8.27E+17,@jusdreday @Love__Domo nobody asked u to RT something retarded bro my bad. Ur dumb as hell
8.27E+17,@viktorriaa aww are you language policing me buttercup? It was retarded. Call a spade a spade. My dare still stands.
8.28E+17,@KellyannePolls @POTUS @realDonaldTrump ya'll must think we're as retarded as you 😂😂😂 OBAMA DID THAT. Nice try tho. #ThankYouObama!!!
8.28E+17,@TehNigglet faze won first you sir are fucking retarded
8.27E+17,@Impeach_D_Trump @realDonaldTrump Are you retarded? Through the ways of the lord may he help you never tweet such u… https://t.co/4MLpNL1TLc
8.27E+17,@ImJustSilver *bought when your retarded
8.27E+17,@jake_trotman @yankeebrit77 @theinquisitr What? Are you retarded? I'm pretty sure you think planned parenthood doesn't help anyone either.
8.28E+17,"@TalibKweli Man u silly as hell,  u sound retarded.  But u have yur opinion &amp; have mine.  Y u so hostile this early,  u need some p**sy kid"
8.27E+17,@FobbyBastard honestly that shit is retarded I get it if you order it alone as a side but if u get it on the bowl it's makes no sense...
8.28E+17,@Palestine_UN @iraq_un The situation is not complicated the land should be given to Israel as the Jews are not fucking retarded like you are
8.28E+17,@rocharger14 @shesalittleodd @Newgrounds You are actually fucking retarded.
8.28E+17,@realdarkchoco33 @LutherJrJr @KidnJay @BleacherReport are you retarded. Because AI is in the BHOF Michael Vick has to be in the NFL HOF.
8.28E+17,@BardockObama it should be no surprise by now that Goku is retarded lol
8.28E+17,@MattHDGamer why would you tell people this? You're just making the game more aids with retarded exploits ffs
8.28E+17,"@Tellyp7Peruski @jackthompson798 You don't intimidate me jack, your retarded."
8.28E+17,@PsyNightKlipper @the_smite_memes no but i think you are legally retarded. https://t.co/1mZdXraosw
8.28E+17,@MartyMickFlyy @Bose @NFL @derekcarrqb are you retarded? Dude was 16th in the NFL in QBR lmao
8.29E+17,"@LisaGarofalo #InternetTroll You retarded  fucking twit.
TROLOLOLOLOLLOLOL https://t.co/f7NTzzrKn9"
8.29E+17,@subtletana @SporeSpam @tanasonion @jamerton18 @NuSuccMeme are you fucking retarded?
8.29E+17,@87Superman @YMDgento Alright let me fix it for your retarded ass then... WATCH it again*... better? Fucking idiot
8.29E+17,@joej2020usa They are retarded. Pull federal funding because they put our Country at risk
8.29E+17,@AtlantaFalcons are you fuckin retarded? https://t.co/ZAnihk1Zbi
8.29E+17,@Vickie627 @Mmarie2539 @Boomingbox @fed_upwithobama @tedcruz Are you retarded?
8.29E+17,@JakeCanuck @xCodstur @cowbirdgus you are retarded.
8.30E+17,@AceThug69 shut the fuck up you retarded looking fucking monkey go back to flinging your own shit at people from behind your cage
8.30E+17,@azalben @realDonaldTrump Every word out out your mouth is stupid. Are you retarded?
8.30E+17,@_YungJones_ YOU LOST TO ALABAMA idk what's so hard to understand from that your argument is retarded
8.30E+17,@SierraLima824 you look retarded period.
8.30E+17,"@KaiserTrigger you use the word ""retard"" despite the fact I told you my aunt died recently &amp; was mentally retarded , so you are not a credit"
8.31E+17,"@spike651 @itsacynsh are you retarded? How is it irrelevant he just stated a fact, proving your claim to be false"
8.31E+17,@SeiraRodriguez a b honor roll all F's u retarded
8.31E+17,@TomStevens129 this tweet is almost as retarded as your view of wrestling
8.31E+17,"@SSJ5Tony What's the point of you even existing anyway? You ain't nobody &amp; never will be a nobody, with that retarded ass avi of yours"
8.31E+17,"@ItsCohesion LIAM STOP BEING RETARDED. HE SAID ""im smarter THEN you"" CAN YOU NOT BE RETARDED?"
8.31E+17,@piggyy___ you retarded bruh
8.31E+17,@NikNastay_ you know twitter hoes retarded
8.31E+17,@BecomeJoshua and use Hooked on Phonics next time... Unless you don't mind showing the world how retarded you truly are.....
8.31E+17,@MallowyGoodness you mean the guy who apologised for using the word retarded then made a video titled 'youtube is retarded'?
8.31E+17,@TGPNess @yobelkcip @YouTube stop spamming your stupid video you dumb dumb. Your argument is retarded and literally wrong.
8.32E+17,@ioneday @SmokingNuski it is retarded m8 you guys can't do anything to my freind spork and he keeps telling you to and daring you.
8.31E+17,@jrockbk @fishnuclez @TheC0zmo @KevTheChocoTaco have u even watched the news? Can't keep campaign promises? Are u actually retarded?
8.32E+17,@CortneyPerrien go back to dream land when getting a vagina tattooed on you isn't a retarded idea and where woman don't have rights
8.31E+17,@Mut_Gmen @Eagles Your Fucking retarded
8.32E+17,@BoopieMods they gonna call the cops on u when they don't know where u live they are retarded
8.32E+17,@Traee_Kream bro you retarded fr😂
8.32E+17,"@fernandofgonz @KevinNR @MLive serious q: are you retarded? Locals made decision to switch, former mayor picked the new source. ALL DEMS."
8.32E+17,@Famklyn this retarded. there's no way u can know the results. ain't nobody on earth a mind reader
8.32E+17,"@KeeganNYC @realDonaldTrump lol, They are a criminal
""ILLEGAL"" Alien. You're completely retarded if you do not know what that word means"
8.32E+17,@TheAaronBowley @crehage @realDonaldTrump r u retarded
8.32E+17,@FXNTV1 @epic_memeking ???? am i retarded or are you wtf is this shit
8.32E+17,@WIRED are you honestly this retarded? https://t.co/3IP0b5gCdb
8.32E+17,"@WSJ can you stop being retarded please?, thank you"
8.32E+17,"@OMGitsPatriot @LegendOfCotton are you retarded? tell that to nike or any other company, or to the artists who created the logos"
8.33E+17,@apurposefulwife so cute that you let your retarded daughter do normal kid stuff too!!!
8.33E+17,@RiotSupport i got chat restricted and now imma get suspensions? ur system is broken. because the way u handle ur reports are retarded
8.32E+17,@lvanProvorov oh. Youre retarded. WAIT A SEC YOU LIKE RUSH
8.33E+17,@p0pss0n did it make you retarded?
8.33E+17,"@wdharris_ are you retarded, thats so cheap for wheels dumbass

why would i pay almost $500 for a piece of plastic"
8.32E+17,@truebluebyu  r u retarded
8.33E+17,@ihatetana @tanamongeau awwww u both look equally retarded 😍😍😍
8.32E+17,@Quan7_4 selective hearing = I hear what I want to hear !  Your the retarded one.
8.33E+17,"@qwertyoruiopz retarded idiots.There are plenty of apps allowing you to listen pirate music, but they don't care..."
8.33E+17,@jayvonbrit @TheRevAl Your Son is a Retarded faggot like his Cowardly Daddy
8.33E+17,"@Crucifxions I honestly think you're retarded, I played 1 1v1 tourney and won it hahahahaha please stop talking out of your ass"
8.33E+17,"@Stockwaa @Me0wfia that's called dinner, you might be retarded."
8.33E+17,@Trump_Bedbug @alexrileyiscool are you fucking retarded
8.33E+17,@realDonaldTrump you are retarded
8.34E+17,"@HrznCJC @Pajuxy @KleptDF @zsc_95 you can't call us retarded, you're a new gen"
8.34E+17,@CashNastyGaming your retarded
8.34E+17,@burnrecording @Smaulgld @MONETARY_MAYHEM If a retarded boy calls you gay do you jump the fence and beat him?..well I guess Marv would 😎😂
8.33E+17,"@WarszawoWalcz understand English? or are you retarded!? »

{ oh my lord }"
8.34E+17,@iStrafeI @itsaperture are u retarded?
8.34E+17,@madhukishwar @sanjivbhatt shame yr words pappu thug and mental health what teaching profesor really u mentally retarded and have no culture
8.34E+17,@AkaStuns #AskStun Who is the most mentally retarded person you know?
8.34E+17,"@abracadabraNY @SovietSergey I have never met a mentally disabled who has expressed offense at 'retarded'
How do u feel about 'idiot'?"
8.34E+17,@AMMarvellous you look as retarded as your jokes. it's like the FFA fucked steve buscemi and the coat hangers just barely nipped ya
8.34E+17,@SheriffClarke  bitch are you retarded. He is not a strong black man at all he is a real Uncle Tom a sell-out to us black people.
8.34E+17,"@stevenxkenyon @xkaitlyn lmao, imma go do something productive cuz you making me loose brain cells with your retarded ass shit"
8.34E+17,"@v_Huya @YoungGooby did i say i made this? No , u dont have to be retarded"
8.35E+17,@undisputed @RealSkipBayless  are you high or just retarded. Stupid move. He'd be better off with a draft qb.
8.34E+17,@Jackumg that's just retarded for you giving it to him
8.35E+17,@ErekaWatson @CNNPolitics so do the world a favor and read a book before acting like you know shit cause honest to God you're retarded
8.35E+17,"@theiangilLP @DanielleWarby Hell do you even know the suicide rate of trans people because of ""opinions"" like yours ?
It's fucking retarded."
8.35E+17,@_YungJones_ @JoshThaSquash no if the cowboys drafted another qb you would be retarded Barrett
8.35E+17,"@shawnavercher @alicialutes @GovMikeHuckabee
 socially retarded individual poor child your propaganda is a sickness.
Go take your meds dear!"
8.35E+17,@power_got_next u sound retarded fr
7.27E+17,"@jayeswift @Alith0105 @lunaperla @Jaye_Swift and you've got a retarded brain in your head, how can you be so stupid?"
7.26E+17,@_prohami so you'd rather show how retarded you are lol
7.26E+17,"@_bayleewade you're retarded, talk shit when you beat me 1v1 🏀😴"
7.26E+17,"@itSabrinaK you're pretty but close your mouth in your pictures. That pose us not cute, you look like a retarded bugs bunny"
7.26E+17,@WeNeedFeminlsm you can't say it better because you're just as retarded as they are...
7.27E+17,"@f10aye Love, are you mentally retarded?"
7.27E+17,@Unknown_Warlock @TimeLordHans //If you think she hates you Hans you are retarded. :3
7.27E+17,@Soo_BasedC LMFAOOOO OMG IM DEAD. you never cut a huskies hair it don't grow back the same and now he look retarded 😂😂😂😂😂
7.27E+17,@salgovernale Hi.Big fan. U and Bobo have taught me that stupid people have no clue how stupid they really r. U must be clinically retarded!
7.27E+17,@bateson87 thats so fucken retarded and you know it
7.28E+17,@saradritu1 u deserve to be blocked for shitty comments like that 'fingering' one. That's cheap and retarded. @brj_binay
7.28E+17,@Gary_Tanguay you sir are retarded Brady makes that whole team douche nozzle #felgerwannabe
7.28E+17,"@SayMehName key word WAS. Hundreds of years ago. This is 2016, stop being a hypocrite. They fight racism with racism. Are you retarded?"
7.28E+17,"@wSergie even if you're ""joking"" you shouldn't say that , that is just plain retarded"
7.28E+17,@aspiritcan you think I'm paid fuck you are thick as shit aren't you! Not just mental thick and retarded 😘
7.28E+17,@ChildishRobino lol they really have you thinking you're halfway retarded.
7.28E+17,"@brawadis @KEEMSTAR what the fuck keem, lol you are being so fucking retarded right now? Get hit in the head over night?"
7.28E+17,"@NotSirCoward Coward, why are you so retarded?"
7.28E+17,@Dope1800s you are actually retarded I'm sorry it's just how it is
7.28E+17,@DKPlaybook @TommyToeHold you really think that @gunnarnelson9 gonna win???wtf. Are you retarded Tommy you fckng amateur
7.29E+17,@sprvgue u look like chris browns retarded brother
7.28E+17,"@brawadis bro @AyyeeeLevans is so fucking retarded. First, HE HAD NO FUCKING PERMISSION TO WALK IN YOUR ROOM FUCK OFF @AyyeeeLevans"
7.29E+17,@Cis7ronic my bad i forgot you were retarded
7.29E+17,@aangiehart ur retarded lol
7.29E+17,"@LightBrightMari you don't even play the violin, you just hold that MF in the air looking retarded"
7.29E+17,@GJTHEKILLER99 your retarded for using awareness
7.29E+17,"@AlexanderKonway he sold 852,000 copies of hotline bling? you sound retarded lmao"
7.29E+17,@3ric585 @JNasty720 @Biblicalreaper @SentinelHDD Yet up until 3 minutes ago you followed me. Lol you're the retarded one
7.29E+17,@unclehxlmes ur lmao I'm retarded
7.29E+17,@MrMeltman @ReFlexx_iLL @ReadaBULL you are retarded and sound like a minion from despicable me hahahahaa u look like sid from toy story bum
7.29E+17,@Kye_WHU @InfinityWard damn your retarded
7.29E+17,@NReveaL_ @ReFlexx_iLL @ReadaBULL bro you are retarded I don't look like Sid are you blind you already look ugly enough mr rat
7.30E+17,@ChanduTeraBandu  r u stupid or retarded slumdog indian.?
7.30E+17,"@AtchaShamrock &gt;Isles

Are you pretending to be retarded or?"
7.30E+17,@DarbySTL I'll tweet #NHL17Tarsenko if you stop posting those stupid fucking fake concert announcements. #retarded.
7.30E+17,"@sobeys  I can't afford chopped nuts.
Cost like 5 bucks. Your retarded.
@Eminem @SnoopDogg @stephenharper @BarackObama @PriceIsRight"
7.30E+17,"@xPrimitive that's actually fucking retarded! You said nothing but ask him how his day was going, what an asshole."
7.30E+17,@KatieThe_Turtle @charlieee133 @sws_fizzy  then why call her a cunt publicly???  You retarded . Your just a dumb influenced follower .
7.30E+17,@kreillysuarez youre fucking retarded just delete your twitter
7.31E+17,"@IamAkademiks u are a cancer to human race, what's it gotta do with Joe just cause he said pump it up. Dude u r retarded smh"
7.31E+17,@BayAreaKiller @lurppis_ @jwCSGO After reading your last few tweets at least the world now knows you're CONSISTENTLY retarded.
7.30E+17,@talkSPORTDrive HAHAHAJAJA YOU ARE A SPASTIC RETARDED IDIOT! guess what was the score (3:2 to west ham!) Fack offfffffffffffffff!!
7.30E+17,@pensandpatience @AZEALIABANKS r u retarded Chris brown rapped in a British accent on his recent track with section boys. Get facts right
7.31E+17,@realDonaldTrump  what do you expect from a retarded moron!!!
7.31E+17,@kingdjkayslay nigga you are retarded. Woman can only run the country 3 wks a month? Should they stay home in the kitchen too?
7.31E+17,"@PRETTYGIRLGG11 @realDonaldTrump you do realize that Obama doubled that deficit and debt, right? Or are you too retarded to math? #neverlibs"
7.31E+17,@maddieboyd22 @kceblehcar and your guys retarded remember when speech
7.31E+17,@arabthomness I know you guys are known for making the most outrageous allegations but this has to be the most retarded thing I've heard yet
7.31E+17,@itsKINZU @kamoghoul lol is u retarded
7.31E+17,@craigmiller383 @religulous you call it s lie and quote from Genesis ? Are you fucking retarded?
7.32E+17,@pewdiepie  dude you know malcom that fat FAGGOT... Well you can tell that he is freaking retarded. And you know what screw haters were best
7.31E+17,@WhoisMotions @_Espo7 info lmao not for nothing but you are retarded me and joe are friends with Pete irl he's been wanting to play ghost
7.32E+17,@RealSkipBayless how lucky are you to of landed a job payin u millions when you are RETARDED. Give some god damn respect to Toronto
7.32E+17,@MobileStrike do you know how retarded your advert is?
7.32E+17,@CyborgATF @TheFxirchild @Holler_tK Obviously if you get paid you're pro but dude its actually retarded hearing these kids are pro
7.32E+17,"@stephenharper  are u retarded? ??
I do that in real life...
This asshole 
Don't got enough
Letters or money
@BarackObama"
7.32E+17,@_acashmere bitch we all know u retarded in real life
7.32E+17,@HamidTHFC @WestHam_Central @grhughes82 are you retarded. If you've got more assists and goals than someone you're better 😂😂😂
7.32E+17,@jacobsartorius go fuck yourself you retarded piece of shit
7.32E+17,@JoeCienkowski @AtheistSquatch @Mogleeone you're retarded if u think that.
7.33E+17,@Latincobra10 @CashNastyGaming your fucking retarded if you think Toronto will win a game by skill (not luck or bad cavs shooting)
7.33E+17,"@FabFials Back right at you ""dumb bitch"" *retarded emojis*"
7.33E+17,"@psychicpebble people gotta stop putting""phobic""after anything, it doesn't mean what you think it does, and you sound retarded.Not you Zach."
7.33E+17,@paul_rich2 retarded who got you right?
7.33E+17,@AustinChadwick go get your boy and go home. He's drunk himself retarded.  https://t.co/Lm5KbJ6nIb
7.33E+17,@liilhomietrin only cuz u mentally retarded https://t.co/6Fs6pfemhE
7.33E+17,@BuddyMike91 lol you sound retarded good thing your not an analyst
7.33E+17,@Morgg527 lmao yup but you'll be loved to cause you pretty if you was ugly and retarded you was just give get milked 😩😂
7.34E+17,@Earl_600 you must be really retarded
7.34E+17,@HughRadcliff @PoliticallyLib Are you ignorant or just retarded?
7.34E+17,@hollywood_jay LMAO U RETARDED
7.34E+17,@queen_v83 I don't even follow her to show her you retarded
7.34E+17,@cjsocool1 @KEEMSTAR The 100% emoji makes you 💯 percent more retarded
7.34E+17,@FUNSIZEIS_ME 😂 thats still nowhere near the same but I feel you on that too.Wen I see it 2 much outta spite it sounds retarded as I read it
7.34E+17,@ZeusX27 @mikeczechowski9 that wasn't my team it was pick ups lmao you're retarded stop mentioning me before you get blocked random
7.34E+17,@unkonick like I'm so pissed it's retarded I disrespected you unintentionally and you cut me off? Sorry I didn't know I'm not allowed to
7.35E+17,@xKKingW lol are you serious 😂 you'll leave it to some retarded Twitter account
7.35E+17,@rubthatgIitter @slutydite @madonnathot no she doesnt💀 are you retarded
7.35E+17,@CSGO_Sniper @audreyespinoza0 here let me spell it out for your retarded ass fuck outta here
7.35E+17,@zInfnts You're fucking retarded. Only thing that makes xbox hard is hit detection. Unlike you i've played both.
7.35E+17,@WhoDisParker @PcTechandGaming holy shit you actually gave me cancer reading this. Some people are just retarded.
7.35E+17,@adamcarolla @GropeGaming it's amazing that more people don't catch on just how fucking retarded you are Carolla. Ugh.
7.35E+17,@Lenisworld lmfao u fuccin retarded
7.35E+17,@esosmadi20 ur cat is retarded
7.35E+17,@DoxxingYourWhor @NightRTs @DNR_CREW @ShoutGamers @ShoutRTs @HyperRTs spelt scuf wrong you retarded ass scammer :)
7.36E+17,@FOXTV you're mentally fucking retarded if you think people want to see that sorry ass @KimKardashian on Empire! #@TherealTaraji
7.36E+17,@NijaDior You just retarded! Id even know why i asked you😂
7.36E+17,@Hazardous_2eZ u guys are fucking mentally retarded wasting my time plz rechall for this shit lmao
